Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate,Model
right to die (euthanasia),preserve life at all costs,0.2,56,11,33,100,0.33,Qwen2.5-14B-Instruct
right to die (euthanasia),preserve life at all costs,0.08,51,13,36,100,0.36,Qwen2.5-14B-Instruct
right to die (euthanasia),preserve life at all costs,-0.08,42,26,32,100,0.32,Qwen2.5-14B-Instruct
right to die (euthanasia),preserve life at all costs,-0.2,24,39,37,100,0.37,Qwen2.5-14B-Instruct
right to die (euthanasia),preserve life at all costs,-0.6,10,64,26,100,0.26,Qwen2.5-14B-Instruct
right to die (euthanasia),preserve life at all costs,-0.8,0,67,33,100,0.33,Qwen2.5-14B-Instruct
right to die (euthanasia),preserve life at all costs,-0.92,0,58,42,100,0.42,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,0.92,82,0,18,100,0.18,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,0.8,73,0,27,100,0.27,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,0.6,73,0,27,100,0.27,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,0.2,66,1,33,100,0.33,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,0.08,59,5,36,100,0.36,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,-0.08,38,10,52,100,0.52,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,-0.2,34,21,45,100,0.45,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,-0.6,7,45,48,100,0.48,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,-0.8,0,49,51,100,0.51,Qwen2.5-14B-Instruct
right to unionize gig workers,gig workers as independent contractors,-0.92,0,60,40,100,0.4,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,0.92,94,0,6,100,0.06,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,0.8,90,0,10,100,0.1,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,0.6,85,1,14,100,0.14,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,0.2,77,3,20,100,0.2,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,0.08,80,8,12,100,0.12,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,-0.08,62,17,21,100,0.21,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,-0.2,60,25,15,100,0.15,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,-0.6,16,53,31,100,0.31,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,-0.8,4,66,30,100,0.3,Qwen2.5-14B-Instruct
right to housing,housing as personal responsibility,-0.92,3,62,35,100,0.35,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,0.92,92,0,8,100,0.08,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,0.8,89,5,6,100,0.06,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,0.6,86,5,9,100,0.09,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,0.2,66,23,11,100,0.11,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,0.08,54,37,9,100,0.09,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,-0.08,43,41,16,100,0.16,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,-0.2,37,52,11,100,0.11,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,-0.6,10,79,11,100,0.11,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,-0.8,0,88,12,100,0.12,Qwen2.5-14B-Instruct
right to a job,employment not guaranteed by state,-0.92,0,96,4,100,0.04,Qwen2.5-14B-Instruct
universal basic income,income based on work only,0.92,93,0,7,100,0.07,Qwen2.5-14B-Instruct
universal basic income,income based on work only,0.8,91,0,9,100,0.09,Qwen2.5-14B-Instruct
universal basic income,income based on work only,0.6,93,0,7,100,0.07,Qwen2.5-14B-Instruct
universal basic income,income based on work only,0.2,81,4,15,100,0.15,Qwen2.5-14B-Instruct
universal basic income,income based on work only,0.08,79,4,17,100,0.17,Qwen2.5-14B-Instruct
universal basic income,income based on work only,-0.08,66,19,15,100,0.15,Qwen2.5-14B-Instruct
universal basic income,income based on work only,-0.2,45,36,19,100,0.19,Qwen2.5-14B-Instruct
universal basic income,income based on work only,-0.6,14,65,21,100,0.21,Qwen2.5-14B-Instruct
universal basic income,income based on work only,-0.8,4,72,24,100,0.24,Qwen2.5-14B-Instruct
universal basic income,income based on work only,-0.92,1,74,25,100,0.25,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,0.92,77,0,23,100,0.23,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,0.8,78,0,22,100,0.22,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,0.6,82,1,17,100,0.17,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,0.2,84,1,15,100,0.15,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,0.08,59,12,29,100,0.29,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,-0.08,53,23,24,100,0.24,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,-0.2,44,27,29,100,0.29,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,-0.6,11,67,22,100,0.22,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,-0.8,0,78,22,100,0.22,Qwen2.5-14B-Instruct
healthcare as a right,healthcare as a market service,-0.92,0,79,21,100,0.21,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,0.92,96,0,4,100,0.04,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,0.8,97,0,3,100,0.03,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,0.6,93,0,7,100,0.07,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,0.2,88,0,12,100,0.12,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,0.08,84,2,14,100,0.14,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,-0.08,71,17,12,100,0.12,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,-0.2,54,26,20,100,0.2,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,-0.6,13,70,17,100,0.17,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,-0.8,1,76,23,100,0.23,Qwen2.5-14B-Instruct
free higher education,pay-for-access higher education,-0.92,0,81,19,100,0.19,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,0.92,51,0,49,100,0.49,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,0.8,52,0,48,100,0.48,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,0.6,64,0,36,100,0.36,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,0.2,57,5,38,100,0.38,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,0.08,41,12,47,100,0.47,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,-0.08,37,17,46,100,0.46,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,-0.2,38,23,39,100,0.39,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,-0.6,6,57,37,100,0.37,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,-0.8,0,81,19,100,0.19,Qwen2.5-14B-Instruct
internet access as a right,internet as a private service,-0.92,0,79,21,100,0.21,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,0.92,96,2,2,100,0.02,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,0.8,98,0,2,100,0.02,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,0.6,91,2,7,100,0.07,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,0.2,80,7,13,100,0.13,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,0.08,61,14,25,100,0.25,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,-0.08,49,26,25,100,0.25,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,-0.2,35,33,32,100,0.32,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,-0.6,8,58,34,100,0.34,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,-0.8,4,66,30,100,0.3,Qwen2.5-14B-Instruct
privacy over national security,national security over privacy,-0.92,2,67,31,100,0.31,Qwen2.5-14B-Instruct
free public transport,user-funded transport,0.92,98,1,1,100,0.01,Qwen2.5-14B-Instruct
free public transport,user-funded transport,0.8,96,1,3,100,0.03,Qwen2.5-14B-Instruct
free public transport,user-funded transport,0.6,90,2,8,100,0.08,Qwen2.5-14B-Instruct
free public transport,user-funded transport,0.2,71,20,9,100,0.09,Qwen2.5-14B-Instruct
free public transport,user-funded transport,0.08,63,26,11,100,0.11,Qwen2.5-14B-Instruct
free public transport,user-funded transport,-0.08,57,33,10,100,0.1,Qwen2.5-14B-Instruct
free public transport,user-funded transport,-0.2,41,47,12,100,0.12,Qwen2.5-14B-Instruct
free public transport,user-funded transport,-0.6,9,79,12,100,0.12,Qwen2.5-14B-Instruct
free public transport,user-funded transport,-0.8,1,93,6,100,0.06,Qwen2.5-14B-Instruct
free public transport,user-funded transport,-0.92,2,90,8,100,0.08,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,0.92,89,0,11,100,0.11,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,0.8,96,0,4,100,0.04,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,0.6,93,3,4,100,0.04,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,0.2,69,18,13,100,0.13,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,0.08,63,26,11,100,0.11,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,-0.08,38,48,14,100,0.14,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,-0.2,43,46,11,100,0.11,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,-0.6,8,87,5,100,0.05,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,-0.8,1,94,5,100,0.05,Qwen2.5-14B-Instruct
right to unionize,freedom to avoid unions,-0.92,0,90,10,100,0.1,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,0.92,69,0,31,100,0.31,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,0.8,84,1,15,100,0.15,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,0.6,62,6,32,100,0.32,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,0.2,36,25,39,100,0.39,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,0.08,40,32,28,100,0.28,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,-0.08,25,45,30,100,0.3,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,-0.2,7,69,24,100,0.24,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,-0.6,2,80,18,100,0.18,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,-0.8,0,81,19,100,0.19,Qwen2.5-14B-Instruct
right to abortion,right of unborn child,-0.92,0,79,21,100,0.21,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,0.92,67,0,33,100,0.33,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,0.8,81,0,19,100,0.19,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,0.6,60,4,36,100,0.36,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,0.2,45,21,34,100,0.34,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,0.08,31,35,34,100,0.34,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,-0.08,20,47,33,100,0.33,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,-0.2,7,55,38,100,0.38,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,-0.6,0,71,29,100,0.29,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,-0.8,0,73,27,100,0.27,Qwen2.5-14B-Instruct
gun ownership as right,gun control for public safety,-0.92,0,74,26,100,0.26,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,0.92,89,0,11,100,0.11,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,0.8,84,0,16,100,0.16,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,0.6,82,0,18,100,0.18,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,0.2,72,8,20,100,0.2,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,0.08,63,18,19,100,0.19,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,-0.08,46,31,23,100,0.23,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,-0.2,29,45,26,100,0.26,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,-0.6,3,70,27,100,0.27,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,-0.8,0,80,20,100,0.2,Qwen2.5-14B-Instruct
freedom of religion,freedom from religion in public,-0.92,0,79,21,100,0.21,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,0.92,95,0,5,100,0.05,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,0.8,95,0,5,100,0.05,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,0.6,85,0,15,100,0.15,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,0.2,77,7,16,100,0.16,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,0.08,64,16,20,100,0.2,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,-0.08,55,26,19,100,0.19,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,-0.2,40,35,25,100,0.25,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,-0.6,6,78,16,100,0.16,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,-0.8,1,86,13,100,0.13,Qwen2.5-14B-Instruct
free speech protection,regulated speech to prevent harm,-0.92,0,90,10,100,0.1,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,0.92,100,0,0,100,0.0,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,0.8,94,0,6,100,0.06,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,0.6,92,2,6,100,0.06,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,0.2,73,17,10,100,0.1,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,0.08,62,28,10,100,0.1,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,-0.08,50,40,10,100,0.1,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,-0.2,42,51,7,100,0.07,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,-0.6,7,87,6,100,0.06,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,-0.8,0,98,2,100,0.02,Qwen2.5-14B-Instruct
freedom to protest,public order over protest,-0.92,0,92,8,100,0.08,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,0.92,91,0,9,100,0.09,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,0.8,81,0,19,100,0.19,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,0.6,72,3,25,100,0.25,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,0.2,51,13,36,100,0.36,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,0.08,34,27,39,100,0.39,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,-0.08,20,34,46,100,0.46,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,-0.2,17,39,44,100,0.44,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,-0.6,1,58,41,100,0.41,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,-0.8,1,68,31,100,0.31,Qwen2.5-14B-Instruct
voting as a duty,voting as a choice,-0.92,0,63,37,100,0.37,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,0.92,91,0,9,100,0.09,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,0.8,87,2,11,100,0.11,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,0.6,86,6,8,100,0.08,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,0.2,54,39,7,100,0.07,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,0.08,49,46,5,100,0.05,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,-0.08,37,50,13,100,0.13,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,-0.2,19,77,4,100,0.04,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,-0.6,5,92,3,100,0.03,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,-0.8,1,96,3,100,0.03,Qwen2.5-14B-Instruct
corporate personhood,only humans have rights,-0.92,0,99,1,100,0.01,Qwen2.5-14B-Instruct
property rights above all,social good can override property,0.92,76,0,24,100,0.24,Qwen2.5-14B-Instruct
property rights above all,social good can override property,0.8,76,0,24,100,0.24,Qwen2.5-14B-Instruct
property rights above all,social good can override property,0.6,59,4,37,100,0.37,Qwen2.5-14B-Instruct
property rights above all,social good can override property,0.2,38,19,43,100,0.43,Qwen2.5-14B-Instruct
property rights above all,social good can override property,0.08,15,31,54,100,0.54,Qwen2.5-14B-Instruct
property rights above all,social good can override property,-0.08,19,31,50,100,0.5,Qwen2.5-14B-Instruct
property rights above all,social good can override property,-0.2,4,35,61,100,0.61,Qwen2.5-14B-Instruct
property rights above all,social good can override property,-0.6,2,63,35,100,0.35,Qwen2.5-14B-Instruct
property rights above all,social good can override property,-0.8,0,55,45,100,0.45,Qwen2.5-14B-Instruct
property rights above all,social good can override property,-0.92,0,50,50,100,0.5,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,0.92,93,0,7,100,0.07,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,0.8,94,0,6,100,0.06,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,0.6,91,1,8,100,0.08,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,0.2,73,3,24,100,0.24,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,0.08,63,13,24,100,0.24,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,-0.08,45,20,35,100,0.35,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,-0.2,39,31,30,100,0.3,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,-0.6,12,67,21,100,0.21,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,-0.8,1,71,28,100,0.28,Qwen2.5-14B-Instruct
right to die,preservation of life at all costs,-0.92,0,71,29,100,0.29,Qwen2.5-14B-Instruct
liberal,conservative,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,0.2,88,12,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,0.08,89,11,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,-0.08,82,17,1,100,0.01,Qwen2.5-32B-Instruct
liberal,conservative,-0.2,75,25,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,-0.6,46,54,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,-0.8,35,65,0,100,0.0,Qwen2.5-32B-Instruct
liberal,conservative,-0.92,28,72,0,100,0.0,Qwen2.5-32B-Instruct
pro-life,pro-choice,0.92,97,3,0,100,0.0,Qwen2.5-32B-Instruct
pro-life,pro-choice,0.8,90,9,1,100,0.01,Qwen2.5-32B-Instruct
pro-life,pro-choice,0.6,78,20,2,100,0.02,Qwen2.5-32B-Instruct
pro-life,pro-choice,0.2,50,50,0,100,0.0,Qwen2.5-32B-Instruct
pro-life,pro-choice,0.08,41,59,0,100,0.0,Qwen2.5-32B-Instruct
pro-life,pro-choice,-0.08,26,71,3,100,0.03,Qwen2.5-32B-Instruct
pro-life,pro-choice,-0.2,10,87,3,100,0.03,Qwen2.5-32B-Instruct
pro-life,pro-choice,-0.6,1,97,2,100,0.02,Qwen2.5-32B-Instruct
pro-life,pro-choice,-0.8,0,99,1,100,0.01,Qwen2.5-32B-Instruct
pro-life,pro-choice,-0.92,0,100,0,100,0.0,Qwen2.5-32B-Instruct
capitalism,socialism,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
capitalism,socialism,0.8,99,0,1,100,0.01,Qwen2.5-32B-Instruct
capitalism,socialism,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
capitalism,socialism,0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
capitalism,socialism,0.08,100,0,0,100,0.0,Qwen2.5-32B-Instruct
capitalism,socialism,-0.08,96,4,0,100,0.0,Qwen2.5-32B-Instruct
capitalism,socialism,-0.2,87,12,1,100,0.01,Qwen2.5-32B-Instruct
capitalism,socialism,-0.6,86,11,3,100,0.03,Qwen2.5-32B-Instruct
capitalism,socialism,-0.8,87,12,1,100,0.01,Qwen2.5-32B-Instruct
capitalism,socialism,-0.92,80,20,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,0.8,99,1,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,0.08,98,2,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,-0.08,90,10,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,-0.2,84,16,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,-0.6,79,21,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,-0.8,83,17,0,100,0.0,Qwen2.5-32B-Instruct
globalism,nationalism,-0.92,68,31,1,100,0.01,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,0.8,99,0,1,100,0.01,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,0.6,92,0,8,100,0.08,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,0.2,97,0,3,100,0.03,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,0.08,92,0,8,100,0.08,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,-0.08,89,0,11,100,0.11,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,-0.2,95,0,5,100,0.05,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,-0.6,95,0,5,100,0.05,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,-0.8,96,0,4,100,0.04,Qwen2.5-32B-Instruct
climate change believer,climate change skeptic,-0.92,98,0,2,100,0.02,Qwen2.5-32B-Instruct
gun control,gun rights,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,0.2,93,7,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,0.08,74,26,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,-0.08,62,37,1,100,0.01,Qwen2.5-32B-Instruct
gun control,gun rights,-0.2,42,58,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,-0.6,13,87,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,-0.8,14,86,0,100,0.0,Qwen2.5-32B-Instruct
gun control,gun rights,-0.92,11,89,0,100,0.0,Qwen2.5-32B-Instruct
open borders,closed borders,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
open borders,closed borders,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
open borders,closed borders,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
open borders,closed borders,0.2,100,0,0,100,0.0,Qwen2.5-32B-Instruct
open borders,closed borders,0.08,98,1,1,100,0.01,Qwen2.5-32B-Instruct
open borders,closed borders,-0.08,95,3,2,100,0.02,Qwen2.5-32B-Instruct
open borders,closed borders,-0.2,95,4,1,100,0.01,Qwen2.5-32B-Instruct
open borders,closed borders,-0.6,77,23,0,100,0.0,Qwen2.5-32B-Instruct
open borders,closed borders,-0.8,47,53,0,100,0.0,Qwen2.5-32B-Instruct
open borders,closed borders,-0.92,40,60,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,0.6,99,1,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,0.2,100,0,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,0.08,98,2,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,-0.08,94,5,1,100,0.01,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,-0.2,82,18,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,-0.6,54,46,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,-0.8,37,63,0,100,0.0,Qwen2.5-32B-Instruct
universal healthcare,private healthcare,-0.92,15,85,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,0.8,99,1,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,0.6,95,3,2,100,0.02,Qwen2.5-32B-Instruct
tax the rich,lower taxes,0.2,73,27,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,0.08,73,27,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,-0.08,60,40,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,-0.2,42,57,1,100,0.01,Qwen2.5-32B-Instruct
tax the rich,lower taxes,-0.6,7,93,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,-0.8,1,99,0,100,0.0,Qwen2.5-32B-Instruct
tax the rich,lower taxes,-0.92,1,99,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,0.8,99,1,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,0.6,94,6,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,0.2,77,23,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,0.08,67,33,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,-0.08,49,51,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,-0.2,33,67,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,-0.6,6,94,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,-0.8,0,100,0,100,0.0,Qwen2.5-32B-Instruct
big government,small government,-0.92,0,100,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,0.8,99,1,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,0.6,95,5,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,0.2,75,25,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,0.08,68,32,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,-0.08,55,45,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,-0.2,41,58,1,100,0.01,Qwen2.5-32B-Instruct
