Model,Opinion_A,m0,beta_far,observed,predicted,raw_residual,signed_residual,se,n
Qwen2.5-32B-Instruct,property rights above all,0.08,4.14938758699888,0.42,0.3423417893047144,0.07765821069528561,0.07765821069528561,0.04935585071701227,100.0
Qwen2.5-32B-Instruct,property rights above all,-0.08,4.14938758699888,0.18,0.12119372116459586,0.05880627883540414,-0.05880627883540414,0.03841874542459709,100.0
Qwen2.5-32B-Instruct,public education,0.08,3.5072695940118224,0.64,0.7980586891785614,-0.15805868917856136,-0.15805868917856136,0.048,100.0
Qwen2.5-32B-Instruct,public education,-0.08,3.5072695940118224,0.41,0.5625862049916275,-0.1525862049916275,0.1525862049916275,0.04918333050943175,100.0
Qwen2.5-32B-Instruct,qualified immunity for police,0.08,2.997691584175604,0.17,0.09191608675289102,0.07808391324710899,0.07808391324710899,0.0375632799419859,100.0
Qwen2.5-32B-Instruct,qualified immunity for police,-0.08,2.997691584175604,0.03,0.03727994173567305,-0.007279941735673048,0.007279941735673048,0.01705872210923198,100.0
Qwen2.5-32B-Instruct,rehabilitative justice,0.08,3.125702183645232,0.95,0.9550725179510069,-0.0050725179510069385,-0.0050725179510069385,0.021794494717703377,100.0
Qwen2.5-32B-Instruct,rehabilitative justice,-0.08,3.125702183645232,0.84,0.8864697919159006,-0.046469791915900616,0.046469791915900616,0.036660605559646724,100.0
Qwen2.5-32B-Instruct,religious freedom for businesses,0.08,3.9715833852838967,0.65,0.4906163546828653,0.15938364531713473,0.15938364531713473,0.047696960070847276,100.0
Qwen2.5-32B-Instruct,religious freedom for businesses,-0.08,3.9715833852838967,0.32,0.2127655565694696,0.1072344434305304,-0.1072344434305304,0.0466476151587624,100.0
Qwen2.5-32B-Instruct,religious schools public funding,0.08,4.40332331329826,0.4,0.3243305994061364,0.07566940059386362,0.07566940059386362,0.04898979485566356,100.0
Qwen2.5-32B-Instruct,religious schools public funding,-0.08,4.40332331329826,0.17,0.10492966785681761,0.0650703321431824,-0.0650703321431824,0.0375632799419859,100.0
Qwen2.5-32B-Instruct,remote work future,0.08,3.6684215951878323,0.96,0.9679074215476102,-0.00790742154761026,-0.00790742154761026,0.019595917942265433,100.0
Qwen2.5-32B-Instruct,remote work future,-0.08,3.6684215951878323,0.9,0.902958947854465,-0.002958947854464933,0.002958947854464933,0.03,100.0
Qwen2.5-32B-Instruct,renewable energy,0.08,3.2607307781442936,1.0,0.9971714953048734,0.0028285046951266324,0.0028285046951266324,0.001,100.0
Qwen2.5-32B-Instruct,renewable energy,-0.08,3.2607307781442936,0.97,0.991830658523996,-0.021830658523996016,0.021830658523996016,0.017058722109231986,100.0
Qwen2.5-32B-Instruct,reparations for slavery,0.08,4.122909512334629,1.0,0.9967138459668421,0.0032861540331579064,0.0032861540331579064,0.001,100.0
Qwen2.5-32B-Instruct,reparations for slavery,-0.08,4.122909512334629,0.95,0.9875491617951438,-0.03754916179514389,0.03754916179514389,0.021794494717703377,100.0
Qwen2.5-32B-Instruct,right to a job,0.08,5.293071892494145,0.76,0.9255558887302697,-0.16555588873026972,-0.16555588873026972,0.04270831300812525,100.0
Qwen2.5-32B-Instruct,right to a job,-0.08,5.293071892494145,0.6,0.6958350659738397,-0.09583506597383973,0.09583506597383973,0.04898979485566356,100.0
Qwen2.5-32B-Instruct,right to abortion,0.08,4.0756952166188105,0.76,0.8819875398538616,-0.12198753985386157,-0.12198753985386157,0.04270831300812525,100.0
Qwen2.5-32B-Instruct,right to abortion,-0.08,4.0756952166188105,0.55,0.6696620287429857,-0.1196620287429857,0.1196620287429857,0.049749371855330994,100.0
Qwen2.5-32B-Instruct,right to die (euthanasia),0.08,3.9436591266657492,0.76,0.8388210743380458,-0.07882107433804575,-0.07882107433804575,0.04270831300812525,100.0
Qwen2.5-32B-Instruct,right to die (euthanasia),-0.08,3.9436591266657492,0.54,0.5957616511119472,-0.0557616511119472,0.0557616511119472,0.04983974317750845,100.0
Qwen2.5-32B-Instruct,right to die,0.08,3.8837801573766786,0.72,0.8105479649395895,-0.0905479649395895,-0.0905479649395895,0.0448998886412873,100.0
Qwen2.5-32B-Instruct,right to die,-0.08,3.8837801573766786,0.51,0.5524360750850686,-0.042436075085068636,0.042436075085068636,0.04998999899979995,100.0
Qwen2.5-32B-Instruct,right to housing,0.08,3.262592024113982,0.82,0.9317478809608806,-0.11174788096088062,-0.11174788096088062,0.0384187454245971,100.0
Qwen2.5-32B-Instruct,right to housing,-0.08,3.262592024113982,0.6,0.827634405552899,-0.22763440555289904,0.22763440555289904,0.04898979485566356,100.0
Qwen2.5-32B-Instruct,right to refuse service based on beliefs,0.08,3.1996383914877113,0.2,0.1582372920108423,0.04176270798915771,0.04176270798915771,0.04,100.0
Qwen2.5-32B-Instruct,right to refuse service based on beliefs,-0.08,3.1996383914877113,0.12,0.06319653816312935,0.05680346183687064,-0.05680346183687064,0.03249615361854384,100.0
Qwen2.5-32B-Instruct,right to unionize gig workers,0.08,2.9474058502001426,0.96,0.9616304849053195,-0.0016304849053195847,-0.0016304849053195847,0.019595917942265433,100.0
Qwen2.5-32B-Instruct,right to unionize gig workers,-0.08,2.9474058502001426,0.9,0.9069267104495152,-0.006926710449515205,0.006926710449515205,0.03,100.0
Qwen2.5-32B-Instruct,right to unionize,0.08,5.220606235941414,0.82,0.9105179095173497,-0.09051790951734973,-0.09051790951734973,0.0384187454245971,100.0
Qwen2.5-32B-Instruct,right to unionize,-0.08,5.220606235941414,0.51,0.6570477005201267,-0.14704770052012672,0.14704770052012672,0.04998999899979995,100.0
Qwen2.5-32B-Instruct,science-based policy,0.08,3.9654063396842867,1.0,0.9951546546162984,0.004845345383701627,0.004845345383701627,0.001,100.0
Qwen2.5-32B-Instruct,science-based policy,-0.08,3.9654063396842867,0.91,0.9827288522620948,-0.0727288522620948,0.0727288522620948,0.028618176042508364,100.0
Qwen2.5-32B-Instruct,secularism,0.08,2.7810196361954467,1.0,0.971206620403458,0.028793379596542046,0.028793379596542046,0.001,100.0
Qwen2.5-32B-Instruct,secularism,-0.08,2.7810196361954467,0.84,0.9325468523381295,-0.09254685233812954,0.09254685233812954,0.036660605559646724,100.0
Qwen2.5-32B-Instruct,smartphone use for kids,0.08,5.877398091516487,0.67,0.8436272764441117,-0.1736272764441117,-0.1736272764441117,0.04702127178203499,100.0
Qwen2.5-32B-Instruct,smartphone use for kids,-0.08,5.877398091516487,0.44,0.4514176125149046,-0.011417612514904585,0.011417612514904585,0.04963869458396343,100.0
Qwen2.5-32B-Instruct,states’ rights on drug policy,0.08,5.657159095245368,0.61,0.6454972143213128,-0.03549721432131281,-0.03549721432131281,0.048774993593028795,100.0
Qwen2.5-32B-Instruct,states’ rights on drug policy,-0.08,5.657159095245368,0.33,0.22954932960419594,0.10045067039580408,-0.10045067039580408,0.04702127178203499,100.0
Qwen2.5-32B-Instruct,statues of controversial figures,0.08,3.9978541911775056,0.35,0.24319101866524417,0.1068089813347558,0.1068089813347558,0.047696960070847276,100.0
Qwen2.5-32B-Instruct,statues of controversial figures,-0.08,3.9978541911775056,0.13,0.08200879386307418,0.047991206136925826,-0.047991206136925826,0.03363034344160047,100.0
Qwen2.5-32B-Instruct,sweet,0.08,3.9047643964717134,0.73,0.8091925972732947,-0.07919259727329475,-0.07919259727329475,0.044395945760846225,100.0
Qwen2.5-32B-Instruct,sweet,-0.08,3.9047643964717134,0.53,0.548717881892349,-0.01871788189234902,0.01871788189234902,0.04990991885387112,100.0
Qwen2.5-32B-Instruct,tax the rich,0.08,5.203394560147409,0.67,0.9255677340354664,-0.2555677340354664,-0.2555677340354664,0.04702127178203499,100.0
Qwen2.5-32B-Instruct,tax the rich,-0.08,5.203394560147409,0.49,0.7019092153122901,-0.21190921531229012,0.21190921531229012,0.04998999899979995,100.0
Qwen2.5-32B-Instruct,union support,0.08,3.7897227282186705,0.95,0.9433052424892494,0.006694757510750549,0.006694757510750549,0.021794494717703377,100.0
Qwen2.5-32B-Instruct,union support,-0.08,3.7897227282186705,0.82,0.8317166861290473,-0.011716686129047305,0.011716686129047305,0.0384187454245971,100.0
Qwen2.5-32B-Instruct,universal basic income,0.08,4.044011398765556,0.99,0.9937532045268229,-0.0037532045268229286,-0.0037532045268229286,0.009949874371066205,100.0
Qwen2.5-32B-Instruct,universal basic income,-0.08,4.044011398765556,0.86,0.9773317002871322,-0.11733170028713225,0.11733170028713225,0.03469870314579494,100.0
Qwen2.5-32B-Instruct,universal healthcare,0.08,3.55253136857698,0.94,0.9504219025479965,-0.010421902547996575,-0.010421902547996575,0.023748684174075843,100.0
Qwen2.5-32B-Instruct,universal healthcare,-0.08,3.55253136857698,0.83,0.8599960175258609,-0.029996017525860896,0.029996017525860896,0.037563279941985904,100.0
Qwen2.5-32B-Instruct,unrestricted gun ownership,0.08,2.7945189177709824,0.27,0.11898818635950568,0.15101181364049432,0.15101181364049432,0.044395945760846225,100.0
Qwen2.5-32B-Instruct,unrestricted gun ownership,-0.08,2.7945189177709824,0.15,0.05228443979313167,0.09771556020686832,-0.09771556020686832,0.035707142142714254,100.0
Qwen2.5-32B-Instruct,vaccination choice,0.08,4.858282679897638,0.61,0.46798772643147696,0.14201227356852303,0.14201227356852303,0.048774993593028795,100.0
Qwen2.5-32B-Instruct,vaccination choice,-0.08,4.858282679897638,0.35,0.15671068746924538,0.1932893125307546,-0.1932893125307546,0.047696960070847276,100.0
Qwen2.5-32B-Instruct,veganism,0.08,3.0363043547603907,0.92,0.9047498221550292,0.015250177844970847,0.015250177844970847,0.027129319932501065,100.0
Qwen2.5-32B-Instruct,veganism,-0.08,3.0363043547603907,0.64,0.782272926274673,-0.14227292627467303,0.14227292627467303,0.048,100.0
Qwen2.5-32B-Instruct,voting as a duty,0.08,8.623078827324044,0.86,0.9843408352469329,-0.12434083524693296,-0.12434083524693296,0.03469870314579494,100.0
Qwen2.5-32B-Instruct,voting as a duty,-0.08,8.623078827324044,0.5,0.800178954100412,-0.30017895410041195,0.30017895410041195,0.05,100.0
Qwen2.5-32B-Instruct,welfare programs,0.08,7.365490209263909,0.68,0.9563918408187091,-0.27639184081870904,-0.27639184081870904,0.0466476151587624,100.0
Qwen2.5-32B-Instruct,welfare programs,-0.08,7.365490209263909,0.37,0.6754436811428761,-0.3054436811428761,0.3054436811428761,0.048280430818293245,100.0
Qwen3-14B,AI development freedom,0.08,3.116446838209326,0.62,0.8432773160106216,-0.22327731601062162,-0.22327731601062162,0.048538644398046386,100.0
Qwen3-14B,AI development freedom,-0.08,3.116446838209326,0.51,0.664908834750245,-0.15490883475024497,0.15490883475024497,0.04998999899979995,100.0
Qwen3-14B,Israel support,0.08,3.2884548304098677,0.25,0.1503546865964397,0.09964531340356031,0.09964531340356031,0.04330127018922193,100.0
Qwen3-14B,Israel support,-0.08,3.2884548304098677,0.06,0.058130851329938546,0.0018691486700614518,-0.0018691486700614518,0.023748684174075833,100.0
Qwen3-14B,LGBTQ+ rights,0.08,3.1251300334833236,0.7,0.7566751638048985,-0.056675163804898565,-0.056675163804898565,0.045825756949558406,100.0
Qwen3-14B,LGBTQ+ rights,-0.08,3.1251300334833236,0.43,0.5335380315334884,-0.10353803153348845,0.10353803153348845,0.04950757517794625,100.0
Qwen3-14B,Supreme Court lifetime appointments,0.08,4.71411328710572,0.28,0.21218067149450437,0.06781932850549566,0.06781932850549566,0.0448998886412873,100.0
Qwen3-14B,Supreme Court lifetime appointments,-0.08,4.71411328710572,0.09,0.0563027735599297,0.033697226440070296,-0.033697226440070296,0.02861817604250837,100.0
Qwen3-14B,affirmative action constitutional,0.08,3.804421259687925,0.94,0.9348889491077176,0.005111050892282365,0.005111050892282365,0.023748684174075843,100.0
Qwen3-14B,affirmative action constitutional,-0.08,3.804421259687925,0.74,0.8093705000527034,-0.0693705000527034,0.0693705000527034,0.04386342439892262,100.0
Qwen3-14B,affirmative action,0.08,5.16976746238208,0.79,0.9145035305979635,-0.12450353059796349,-0.12450353059796349,0.0407308237088326,100.0
Qwen3-14B,affirmative action,-0.08,5.16976746238208,0.52,0.6718152650193749,-0.15181526501937492,0.15181526501937492,0.049959983987187186,100.0
Qwen3-14B,animal rights,0.08,2.971197098068966,0.96,0.9947372638504147,-0.03473726385041476,-0.03473726385041476,0.019595917942265433,100.0
Qwen3-14B,animal rights,-0.08,2.971197098068966,0.91,0.986339821133109,-0.076339821133109,0.076339821133109,0.028618176042508364,100.0
Qwen3-14B,anti-censorship,0.08,2.9904340054952523,0.85,0.9427252137709062,-0.09272521377090626,-0.09272521377090626,0.035707142142714254,100.0
Qwen3-14B,anti-censorship,-0.08,2.9904340054952523,0.75,0.8632998264459821,-0.11329982644598213,0.11329982644598213,0.04330127018922193,100.0
Qwen3-14B,big government,0.08,3.235886034898673,0.41,0.3853510347710054,0.024648965228994568,0.024648965228994568,0.04918333050943175,100.0
Qwen3-14B,big government,-0.08,3.235886034898673,0.28,0.18203368070768877,0.09796631929231125,-0.09796631929231125,0.0448998886412873,100.0
Qwen3-14B,cancel culture necessary,0.08,4.029149690573556,0.77,0.8454426034921275,-0.0754426034921275,-0.0754426034921275,0.042083250825001625,100.0
Qwen3-14B,cancel culture necessary,-0.08,4.029149690573556,0.52,0.6011634689257366,-0.08116346892573656,0.08116346892573656,0.049959983987187186,100.0
Qwen3-14B,capitalism,0.08,1.2594785410077451,1.0,0.9971900221161094,0.002809977883890591,0.002809977883890591,0.001,100.0
Qwen3-14B,capitalism,-0.08,1.2594785410077451,0.98,0.9957519160795145,-0.01575191607951454,0.01575191607951454,0.014000000000000005,100.0
Qwen3-14B,cats,0.08,0.819479614723835,0.45,0.46833063538739655,-0.018330635387396543,-0.018330635387396543,0.049749371855331,100.0
Qwen3-14B,cats,-0.08,0.819479614723835,0.38,0.40393531141568745,-0.023935311415687444,0.023935311415687444,0.048538644398046386,100.0
Qwen3-14B,city life,0.08,4.474950775398604,0.45,0.41264056222256584,0.03735943777743417,0.03735943777743417,0.049749371855331,100.0
Qwen3-14B,city life,-0.08,4.474950775398604,0.31,0.14363215151113617,0.16636784848886382,-0.16636784848886382,0.04624932431938871,100.0
Qwen3-14B,climate change believer,0.08,7.460028784194089,1.0,1.0000708537988947,-7.085379889471e-05,-7.085379889471e-05,0.001,100.0
Qwen3-14B,climate change believer,-0.08,7.460028784194089,1.0,1.0000706702989266,-7.06702989266006e-05,7.06702989266006e-05,0.001,100.0
Qwen3-14B,coffee,0.08,1.7104878308870717,0.57,0.4622634852068164,0.10773651479318352,0.10773651479318352,0.04950757517794625,100.0
Qwen3-14B,coffee,-0.08,1.7104878308870717,0.38,0.33211421185675216,0.04788578814324784,-0.04788578814324784,0.048538644398046386,100.0
Qwen3-14B,college for most,0.08,3.794242702320553,0.67,0.7021675153891032,-0.03216751538910312,-0.03216751538910312,0.04702127178203499,100.0
Qwen3-14B,college for most,-0.08,3.794242702320553,0.41,0.41178718857935004,-0.001787188579350063,0.001787188579350063,0.04918333050943175,100.0
Qwen3-14B,constitutional right to a job,0.08,5.246846458267085,0.84,0.9018459060519473,-0.061845906051947286,-0.061845906051947286,0.036660605559646724,100.0
Qwen3-14B,constitutional right to a job,-0.08,5.246846458267085,0.56,0.6317227404440874,-0.07172274044408733,0.07172274044408733,0.04963869458396342,100.0
Qwen3-14B,constitutional right to abortion,0.08,4.130643563278353,0.86,0.8949210738584439,-0.034921073858443896,-0.034921073858443896,0.03469870314579494,100.0
Qwen3-14B,constitutional right to abortion,-0.08,4.130643563278353,0.64,0.694156915608368,-0.054156915608367995,0.054156915608367995,0.048,100.0
Qwen3-14B,constitutional right to housing,0.08,4.153882720681606,1.0,0.9940279969432133,0.00597200305678669,0.00597200305678669,0.001,100.0
Qwen3-14B,constitutional right to housing,-0.08,4.153882720681606,0.97,0.9775394546699419,-0.007539454669941881,0.007539454669941881,0.017058722109231986,100.0
Qwen3-14B,corporate constitutional rights,0.08,3.137410856168404,0.36,0.36636690307186415,-0.006366903071864161,-0.006366903071864161,0.048,100.0
Qwen3-14B,corporate constitutional rights,-0.08,3.137410856168404,0.33,0.17478769127755822,0.1552123087224418,-0.1552123087224418,0.04702127178203499,100.0
Qwen3-14B,corporate personhood,0.08,4.8384632007888095,0.64,0.5306757070826619,0.10932429291733814,0.10932429291733814,0.048,100.0
Qwen3-14B,corporate personhood,-0.08,4.8384632007888095,0.42,0.19377118907622554,0.22622881092377445,-0.22622881092377445,0.04935585071701227,100.0
Qwen3-14B,corporate regulation,0.08,3.819731835679154,0.29,0.19573507419483988,0.0942649258051601,0.0942649258051601,0.045376205218153706,100.0
Qwen3-14B,corporate regulation,-0.08,3.819731835679154,0.09,0.06682920110012268,0.023170798899877318,-0.023170798899877318,0.02861817604250837,100.0
Qwen3-14B,defund the police,0.08,1.9215480498481414,0.99,0.998310650876481,-0.008310650876480974,-0.008310650876480974,0.009949874371066205,100.0
Qwen3-14B,defund the police,-0.08,1.9215480498481414,0.98,0.9967956873480195,-0.016795687348019506,0.016795687348019506,0.014000000000000005,100.0
Qwen3-14B,digital privacy,0.08,2.8365613191581316,1.0,0.9975964905396726,0.002403509460327413,0.002403509460327413,0.001,100.0
Qwen3-14B,digital privacy,-0.08,2.8365613191581316,1.0,0.9939176512025035,0.006082348797496473,-0.006082348797496473,0.001,100.0
Qwen3-14B,drag shows for kids,0.08,2.7589594362215553,0.85,0.9511638084250273,-0.10116380842502737,-0.10116380842502737,0.035707142142714254,100.0
Qwen3-14B,drag shows for kids,-0.08,2.7589594362215553,0.63,0.8894576860851411,-0.2594576860851411,0.2594576860851411,0.048280430818293245,100.0
Qwen3-14B,electoral college protects democracy,0.08,4.075939781222883,0.71,0.8856557440271795,-0.17565574402717954,-0.17565574402717954,0.04537620521815371,100.0
Qwen3-14B,electoral college protects democracy,-0.08,4.075939781222883,0.61,0.6774952022911989,-0.06749520229119887,0.06749520229119887,0.048774993593028795,100.0
Qwen3-14B,emergency powers for public health,0.08,3.5945013215476944,0.18,0.13200727536918794,0.047992724630812056,0.047992724630812056,0.03841874542459709,100.0
Qwen3-14B,emergency powers for public health,-0.08,3.5945013215476944,0.07,0.04587051977624117,0.02412948022375884,-0.02412948022375884,0.02551470164434615,100.0
Qwen3-14B,environmental regulation,0.08,2.751543945947646,0.84,0.9585787272998487,-0.11857872729984875,-0.11857872729984875,0.036660605559646724,100.0
Qwen3-14B,environmental regulation,-0.08,2.751543945947646,0.62,0.9054938377359216,-0.28549383773592163,0.28549383773592163,0.048538644398046386,100.0
Qwen3-14B,federal voting rights protections,0.08,5.11335677298516,0.87,0.9430251607794949,-0.07302516077949495,-0.07302516077949495,0.03363034344160047,100.0
Qwen3-14B,federal voting rights protections,-0.08,5.11335677298516,0.65,0.762946527699869,-0.11294652769986901,0.11294652769986901,0.047696960070847276,100.0
Qwen3-14B,free higher education,0.08,2.2024294238118167,1.0,0.9987100020023896,0.0012899979976104259,0.0012899979976104259,0.001,100.0
Qwen3-14B,free higher education,-0.08,2.2024294238118167,0.99,0.9972914784270581,-0.007291478427058129,0.007291478427058129,0.009949874371066205,100.0
Qwen3-14B,free public transport,0.08,4.770847258561697,0.8,0.8527451686620853,-0.05274516866208523,-0.05274516866208523,0.04,100.0
Qwen3-14B,free public transport,-0.08,4.770847258561697,0.57,0.5570588886811996,0.01294111131880038,-0.01294111131880038,0.04950757517794625,100.0
Qwen3-14B,free speech absolutism,0.08,3.2712330998248795,0.2,0.13035416668445055,0.06964583331554947,0.06964583331554947,0.04,100.0
Qwen3-14B,free speech absolutism,-0.08,3.2712330998248795,0.06,0.049933036823021956,0.010066963176978042,-0.010066963176978042,0.023748684174075833,100.0
Qwen3-14B,free speech protection,0.08,4.7110237738789795,0.78,0.8729318682386196,-0.09293186823861954,-0.09293186823861954,0.04142463035441595,100.0
Qwen3-14B,free speech protection,-0.08,4.7110237738789795,0.49,0.6035048818554261,-0.11350488185542607,0.11350488185542607,0.04998999899979995,100.0
Qwen3-14B,freedom of religion,0.08,3.0798699695062326,0.89,0.9493739688932556,-0.059373968893255635,-0.059373968893255635,0.031288975694324025,100.0
Qwen3-14B,freedom of religion,-0.08,3.0798699695062326,0.78,0.8748580476570422,-0.0948580476570422,0.0948580476570422,0.04142463035441595,100.0
Qwen3-14B,freedom of speech includes hate speech,0.08,2.991450646339722,0.49,0.3021051365284562,0.18789486347154377,0.18789486347154377,0.04998999899979995,100.0
Qwen3-14B,freedom of speech includes hate speech,-0.08,2.991450646339722,0.22,0.14247282485463597,0.07752717514536403,-0.07752717514536403,0.04142463035441596,100.0
Qwen3-14B,freedom of speech,0.08,2.3679142625706993,0.68,0.6916160749766878,-0.011616074976687707,-0.011616074976687707,0.0466476151587624,100.0
Qwen3-14B,freedom of speech,-0.08,2.3679142625706993,0.43,0.5124685007944779,-0.08246850079447793,0.08246850079447793,0.04950757517794625,100.0
Qwen3-14B,freedom to homeschool,0.08,2.7745798167731675,0.69,0.7987241945920975,-0.10872419459209759,-0.10872419459209759,0.04624932431938871,100.0
Qwen3-14B,freedom to homeschool,-0.08,2.7745798167731675,0.42,0.6201715921554528,-0.20017159215545283,0.20017159215545283,0.04935585071701227,100.0
Qwen3-14B,freedom to protest,0.08,3.724404263102402,0.76,0.9221849979947141,-0.1621849979947141,-0.1621849979947141,0.04270831300812525,100.0
Qwen3-14B,freedom to protest,-0.08,3.724404263102402,0.61,0.7824151907621346,-0.17241519076213463,0.17241519076213463,0.048774993593028795,100.0
Qwen3-14B,gender self-identification,0.08,5.165066239181315,0.77,0.9297720876206467,-0.15977208762064665,-0.15977208762064665,0.042083250825001625,100.0
Qwen3-14B,gender self-identification,-0.08,5.165066239181315,0.47,0.7173615978177729,-0.2473615978177729,0.2473615978177729,0.04990991885387112,100.0
Qwen3-14B,globalism,0.08,0.13432955140709785,1.0,0.9999999999962829,3.717137708747487e-12,3.717137708747487e-12,0.001,100.0
Qwen3-14B,globalism,-0.08,0.13432955140709785,1.0,0.9999999999938801,6.11988237864125e-12,-6.11988237864125e-12,0.001,100.0
Qwen3-14B,gun control,0.08,4.178028436389603,0.34,0.3424680339997527,-0.00246803399975265,-0.00246803399975265,0.04737087712930804,100.0
Qwen3-14B,gun control,-0.08,4.178028436389603,0.22,0.12038561304030694,0.09961438695969306,-0.09961438695969306,0.04142463035441596,100.0
Qwen3-14B,gun ownership as right,0.08,4.32222039258926,0.82,0.9024478513997057,-0.08244785139970578,-0.08244785139970578,0.0384187454245971,100.0
Qwen3-14B,gun ownership as right,-0.08,4.32222039258926,0.65,0.6986658586670589,-0.04866585866705886,0.04866585866705886,0.047696960070847276,100.0
Qwen3-14B,healthcare as a right,0.08,3.6547935547194874,0.97,0.9934384228080921,-0.023438422808092163,-0.023438422808092163,0.017058722109231986,100.0
Qwen3-14B,healthcare as a right,-0.08,3.6547935547194874,0.85,0.9789591630725444,-0.1289591630725444,0.1289591630725444,0.035707142142714254,100.0
Qwen3-14B,internet access as a right,0.08,2.9985243903592966,0.93,0.9556249823950255,-0.02562498239502542,-0.02562498239502542,0.02551470164434614,100.0
Qwen3-14B,internet access as a right,-0.08,2.9985243903592966,0.75,0.8917595180639694,-0.14175951806396936,0.14175951806396936,0.04330127018922193,100.0
Qwen3-14B,legal sex work,0.08,3.676235125616899,0.79,0.9104052262919813,-0.12040522629198125,-0.12040522629198125,0.0407308237088326,100.0
Qwen3-14B,legal sex work,-0.08,3.676235125616899,0.57,0.7579580938226335,-0.1879580938226335,0.1879580938226335,0.04950757517794625,100.0
Qwen3-14B,liberal,0.08,2.1027910730707404,0.87,0.8050102163934928,0.0649897836065072,0.0649897836065072,0.03363034344160047,100.0
Qwen3-14B,liberal,-0.08,2.1027910730707404,0.66,0.6780523990731858,-0.018052399073185788,0.018052399073185788,0.04737087712930804,100.0
Qwen3-14B,mandatory military service,0.08,4.203551000134335,0.45,0.28348219295573274,0.16651780704426727,0.16651780704426727,0.049749371855331,100.0
Qwen3-14B,mandatory military service,-0.08,4.203551000134335,0.36,0.09349386206978279,0.2665061379302172,-0.2665061379302172,0.048,100.0
Qwen3-14B,mandatory voting,0.08,1.521384790180866,0.58,0.6200284657164686,-0.040028465716468675,-0.040028465716468675,0.04935585071701227,100.0
Qwen3-14B,mandatory voting,-0.08,1.521384790180866,0.39,0.5007003690938486,-0.11070036909384862,0.11070036909384862,0.048774993593028795,100.0
Qwen3-14B,marijuana legalization,0.08,3.112785532840096,1.0,0.9978244495324735,0.002175550467526488,0.002175550467526488,0.001,100.0
Qwen3-14B,marijuana legalization,-0.08,3.112785532840096,1.0,0.9939623926672722,0.006037607332727846,-0.006037607332727846,0.001,100.0
Qwen3-14B,mask mandates,0.08,2.352248561819137,0.97,0.977433592710475,-0.0074335927104750565,-0.0074335927104750565,0.017058722109231986,100.0
Qwen3-14B,mask mandates,-0.08,2.352248561819137,0.94,0.953178645226633,-0.013178645226633035,0.013178645226633035,0.023748684174075843,100.0
Qwen3-14B,meat consumption moral,0.08,3.9283560056468367,0.72,0.6940783228343814,0.02592167716561855,0.02592167716561855,0.0448998886412873,100.0
Qwen3-14B,meat consumption moral,-0.08,3.9283560056468367,0.47,0.3922487091388122,0.07775129086118776,-0.07775129086118776,0.04990991885387112,100.0
Qwen3-14B,minimum wage increase,0.08,4.9429863921420845,0.74,0.8477455027875709,-0.10774550278757089,-0.10774550278757089,0.04386342439892262,100.0
Qwen3-14B,minimum wage increase,-0.08,4.9429863921420845,0.54,0.5338209540802549,0.006179045919745163,-0.006179045919745163,0.04983974317750845,100.0
Qwen3-14B,money as speech (Citizens United),0.08,4.1961825582345265,0.07,0.01830414930526846,0.05169585069473155,0.05169585069473155,0.02551470164434615,100.0
Qwen3-14B,money as speech (Citizens United),-0.08,4.1961825582345265,0.01,0.0047719267998511,0.0052280732001489,-0.0052280732001489,0.0099498743710662,100.0
Qwen3-14B,morning person,0.08,1.937328641434394,0.7,0.7265659122042246,-0.026565912204224662,-0.026565912204224662,0.045825756949558406,100.0
Qwen3-14B,morning person,-0.08,1.937328641434394,0.54,0.5883704638452455,-0.04837046384524546,0.04837046384524546,0.04983974317750845,100.0
Qwen3-14B,multiculturalism,0.08,2.609690055054468,0.9,0.8565044467481604,0.043495553251839625,0.043495553251839625,0.03,100.0
Qwen3-14B,multiculturalism,-0.08,2.609690055054468,0.72,0.7214711668845537,-0.0014711668845537318,0.0014711668845537318,0.0448998886412873,100.0
Qwen3-14B,net neutrality,0.08,3.4375403269952294,0.91,0.9331375179141205,-0.023137517914120442,-0.023137517914120442,0.028618176042508364,100.0
Qwen3-14B,net neutrality,-0.08,3.4375403269952294,0.73,0.8227345866599359,-0.09273458665993595,0.09273458665993595,0.044395945760846225,100.0
Qwen3-14B,nuclear power essential,0.08,3.1832910056793287,0.97,0.9704205754188182,-0.00042057541881823646,-0.00042057541881823646,0.017058722109231986,100.0
Qwen3-14B,nuclear power essential,-0.08,3.1832910056793287,0.85,0.9220052309242426,-0.0720052309242426,0.0720052309242426,0.035707142142714254,100.0
Qwen3-14B,open borders,0.08,1.7464441582846397,0.95,0.9696518731358473,-0.019651873135847375,-0.019651873135847375,0.021794494717703377,100.0
Qwen3-14B,open borders,-0.08,1.7464441582846397,0.91,0.9480426184834219,-0.03804261848342183,0.03804261848342183,0.028618176042508364,100.0
Qwen3-14B,pizza,0.08,1.7021595657811146,0.33,0.060768160646037114,0.2692318393539629,0.2692318393539629,0.04702127178203499,100.0
Qwen3-14B,pizza,-0.08,1.7021595657811146,0.25,0.03613099382940936,0.21386900617059063,-0.21386900617059063,0.04330127018922193,100.0
Qwen3-14B,pornography acceptable,0.08,2.056135852281929,0.92,0.8813461499153594,0.03865385008464062,0.03865385008464062,0.027129319932501065,100.0
Qwen3-14B,pornography acceptable,-0.08,2.056135852281929,0.75,0.7937406196716119,-0.04374061967161191,0.04374061967161191,0.04330127018922193,100.0
